COMPLAINT ID,COMPLAINT TYPE,ADDRESS,Neighborhood,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION
DOECOMP11567,Air Pollution Work Order,"2408 S HOMAN AVE, CHICAGO, IL","Little Village
",2408,,S,HOMAN,AVE,135,07/21/2010,JAVIER JOSSO                        DOING WORK ON HIS BLDG AND DUST ALL OVER THE PLACE GOING INOT PEOPLE'S EYES ALSO NO PERMIT. RESPONDENT FAILED TO HAVE REQUIRED GRINDING PERMIT WHILE DOING GRINDING WORK AT ABOVE LOCATION. RESPONDENT CAUSED OR ALLOWED IN NUISANCE IN RELATION TO WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP7400,Air Pollution Work Order,"1864 S HOMAN AVE, CHICAGO, IL",Lawndale,1864,,S,HOMAN,AVE,22,10/26/2010,SANDBLASTING CAUSING DUST. NO WORK CREW ON SITE. SITE WAS SANDBLASTED CONTRACTORS DID NOT CLEAN UP. NO PERMIT WAS ISSUE FOR SITE ADDRESS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP7998,Air Pollution Work Order,"1940 N HOWE ST, CHICAGO, IL",Lincoln Park,1940,,N,HOWE,ST,85,04/13/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT WORKER ARE GRINDING MORTAR CAUSING DUST ALL OVER THE AREA ALSO NO PERMIT POSTED. OBSERVED NO DUST AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP8885,Air Pollution Work Order,"2021 N HOWE ST, CHICAGO, IL","Lincoln Park
",2021,,N,HOWE,ST,137,06/25/2010,"METZIER HULL DEVELOPMENT            REHAB BLDG DUMPING INSTALLATION MATERIALS INTO DUMPSTERS. RESIDENTIAL REHAB WORK OBSERVED. OBSERVED PLASTIC BARRIER FOR DUST CONTROL AND PROTECTION. MINIMAL DEBRIS OBSERVED. SAFETY PRECAUTIONS TAKEN, VACUUM GRINERS USED, INSALLATION MATERIAL PLACED IN BAGS FOR DISPOSAL.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP34762,Air Pollution Work Order,"10459 S HOYNE AVE, CHICAGO, IL",Beverly,10459,,S,HOYNE,AVE,81,12/15/2010,"PUBLIC STREET                       STRONG CHEMICAL ODORS. ARRIVAL TO SITE INVESTIGATION DETECTED CHEMICAL ODOR EMANATING FROM CITY SEWER MANHOLE COVERS. SEVERAL RESIDENTS ALSO CALLED TO COMPLAIN OF THE ODOR INSIDE THEIR HOMES. JOINT INVESTIGATION BY DOE AND MWRD DETERMINED THE ODOR WAS ORIGINATING FROM 'BLUE ISLAND PHENOL' LOCATED AT 3350 W 131ST ST, BLUE ISLAND, IL 60406. ACCORDING TO MWRD EARLIER TODAY THEY WERE AWARE OF REPORTED ISSUES AT THIS FACILITY. THESE ISSUES APPARENTLY CAUSED THE ABOVE ODOR THAT EXCESSIVELY BREACHED THE CITY SEWER SYSTEM. DOE NOTIFIED OEMC AND 311 OF THESE FINDINGS, AND REQUESTED WATER MANAGEMENT TO POWER FLUSH THE SYSTEM WHICH DISSIPATED THE ODOR. DOE TURNED CULPRIT SITE OVER TO MWRD AND IEPA (JIM CLARKE).",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP10141,Air Pollution Work Order,"222 W HUBBARD ST, CHICAGO, IL",Near North Side,222,,W,HUBBARD,ST,120,02/17/2010,CALLER STATES THAT WORKERS ARE TARRING THE ROOF CAUSING SMOKE AND ODORS. FOUND NO REFUSE BEING THROWN FROM ROOF SUBJECT WAS FUMES FROM KETTLER AND CONTRACTOR WAS DONE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP5330,Air Pollution Work Order,"1465 W HUBBARD ST, CHICAGO, IL",West Town,1465,,W,HUBBARD,ST,120,10/01/2010,THEY ARE BURNING THE HORSE SHOES ONTO THE HORSES AND THIS IS CAUSING A TOXIC FUMES IN THE AREA.  OBSERVED NO EVIDENCE OF ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP22870,Air Pollution Work Order,"469 W HURON ST, CHICAGO, IL","Near North Side
",469,,W,HURON,ST,120,05/24/2010,GARAGE                              FUMES FROM THE PAINT ON THE EXTERIOR OF BLDG IS TOXIC. FOUND CONTRACTOR HAD PAINTED FLOOR OF PARKING GARAGE AND PAINTING STRIPES. DETECTED ONLY FAINT ODORS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP25135,Air Pollution Work Order,"5301 S HYDE PARK BLVD, CHICAGO, IL","Hyde Park
",5301,,S,HYDE PARK,BLVD,85,09/29/2010,DEL PRADO                           CALLER STATES THAT RENOVATING BLDG AND SCRAPING PAINT OFF CAUSING PARTICULATE EMISSIONS ALL OVER THE AREA. OBSERVED NO DUST AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP25552,Air Pollution Work Order,"5242 S HYDE PARK BLVD, CHICAGO, IL","Hyde Park
",5242,,S,HYDE PARK,BLVD,85,09/29/2010,EAST PARK TOWER                     CALLER STATES THAT RENOVATING BLDG AND SCRAPING PAINT OFF CAUSING PARTICULATE EMISSIONS ALL OVER THE AREA. OBSERVED NO DUST AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP38709,Air Pollution Work Order,"5452 S INDIANA AVE, CHICAGO, IL","Washington Park
",5452,,S,INDIANA,AVE,81,03/09/2010,RESIDENTIAL BLDG.                   SANDBLASTING CAUSING DUST ON PEDESTRIANS. ADDRESS IS A LARGE VACANT BLDG. NO WORKERS ON SITE DID FIND SCAFFOLDING IN PLACE. WILL MONITORSITE AT AN EARLIER HOUR TO DETERMINE IF VIOLATION EXISTS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP21182,Air Pollution Work Order,"4337 S INDIANA AVE, CHICAGO, IL",Bronzeville,4337,,S,INDIANA,AVE,77,04/12/2010,ROKA PROPERTIES JOSEPH PAVLIK       CALLER STATES THAT WORKERS ARE SANDBLASTING BLDG CAUSING DUST ALL OVER THE AREA. SANDBLASTING WITH OUT PERMIT PROTECTION ETC. DUST FROM SANDBLASTING WAS NOT MINIMIZED BY ANY MEANS OF METHOD. RESPONDENT ACTIVITY CONSTITUTED A DUST NUISANCE AND A PUBLC NUISANCE IN CONNECTION WITH RENOVATION BUSINES.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP9717,Air Pollution Work Order,"2138 W IOWA ST, CHICAGO, IL","Ukranian Village
",2138,,W,IOWA,ST,120,04/27/2010,THE CONSTITUENT WOULD LIKE TO HAVE THE AIR TESTED AT FACILITY AND NEARBY TANNERY FACILITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP26923,Air Pollution Work Order,"5820 W IRVING PARK RD, CHICAGO, IL","Portage Park
",5820,,W,IRVING PARK,RD,135,06/24/2010,21ST MILLENNIUM HOME DEVELOPMENT    CALLER STATES THAT WORKERS ARE CUTTING BRICKS & CONCRETE NOT USING WATER. RESPONDENT CAUSED OR ALLOWED GRINDING ACTIVITY WITHOUT A REQUIRED PERMIT ALSO DUST.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP11305,Air Pollution Work Order,"2416 W IRVING PARK RD, CHICAGO, IL","North Center
",2416,,W,IRVING PARK,RD,9,09/24/2010,EARL SCHEIB                         EMISSION FROM SPRAYBOOTH STACK. DETECTED A MINOR EMSSIONS FROM THE SPRAY BOOTH ON ROOF TOP.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP11306,Air Pollution Work Order,"2416 W IRVING PARK RD, CHICAGO, IL","North Center
",2416,,W,IRVING PARK,RD,81,11/08/2010,EARL SCHEIB                         SPRAY PAINT ODOR. THIS INVESTIGATION FOUND ALL DOORS AND WINDOWS CLOSED. NO SPARY PAINT ODOR WAS DETECTED AT THE FACILITY'S PERIMETER AND THERE WAS NO ANSWER AT THE DOOR.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP23146,Air Pollution Work Order,"4644 W JACKSON BLVD, CHICAGO, IL",Austin,4644,,W,JACKSON,BLVD,81,06/30/2010,VACANT LOT                          CHEMICAL ODORS COMING FROM ABOVE LOCATION. NO CHEMICAL ODOR DETECTED IN IMMEDIATE OR SURROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP30779,Air Pollution Work Order,"7115 S JEFFERY AVE, CHICAGO, IL","Calumet Heights
",7115,,S,JEFFERY,AVE,81,09/27/2010,BABA'S RESTAURANT                   SMOKE AND STRONG FOOD ODORS. THIS INVESTIGATION DETECTED NO VISIBLE SMOKE AND NO COOKING ODOR AS REPORTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP26138,Air Pollution Work Order,"5420 S KARLOV AVE, CHICAGO, IL","West Elsdon
",5420,,S,KARLOV,AVE,82,08/05/2010,RESIDENTIAL GARAGE                  THEY ARE DOING AUTO BODY AND PAINTING CARS IN GARAGE ALL DAY AND NIGHT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP12711,Air Pollution Work Order,"2600 N KEDZIE AVE, CHICAGO, IL","Logan Square
",2600,,N,KEDZIE,AVE,22,11/05/2010,CALLER STATES THAT DUST AND DEBRIS ARE ALL OVER THE AREA. OBSERVED OR DETECED DUST DEBRIS IN ATMOSPHERIC OR GROUND.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP40265,Air Pollution Work Order,"8035 S KENWOOD AVE, CHICAGO, IL","Avalon Park
",8035,,S,KENWOOD,AVE,81,12/08/2010,AVALON PARK SCHOOL                  SMOKE COMING FROM FACILITY. THIS INVESTIGATION MONITORING PERIOD ONLY DETECTE FAST DISSIPATING VAPOR EMANATING FROM THE FACILITY EXHAUST STACK. NO SMOKE AS REPORTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP31669,Air Pollution Work Order,"750 N KILBOURN AVE, CHICAGO, IL","Humboldt Park
",750,,N,KILBOURN,AVE,137,06/08/2010,"M.A.T. LEADING                      VERY STRONG ODORS COMING FROM FACILITY ALSO 24/7 GARBAGE PICK UP. EXCESSIVE TRASH ODORS DETECTED ON PUBLIC WAY MIGRATING OFF SITE. EXCESSIVE LITTER, TRASH ON PUBLIC WAY (KILBOURN AVE.) FROM TRUCKS EXITING FACILITY. NOTICE OF VIOLATION ISSUED FOR PERMIT VIOLATION AND ODORS. INFORMED SITE MANAGER OF PERMIT CONDITIONS AND NEED TO CLEAN PUBLIC WAY. FOLLOW UP INSPECTION PENDING.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP31510,Air Pollution Work Order,"7329 S KIMBARK AVE, CHICAGO, IL","South Shore
",7329,,S,KIMBARK,AVE,32,10/12/2010,PRODUCTION TOOLS CORP               SAND COMING FROM FACILITY ALL OVER THE AREA. OBSERVED NO SANDBLASTING ON THE OUTSIDE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP33505,Air Pollution Work Order,"8749 S KINGSTON AVE, CHICAGO, IL","South Chicago
",8749,,S,KINGSTON,AVE,81,05/19/2010,VACANT BLDG.                        CONSTRUCTION DUST. FOUND NO CONSTRUCTION DUST OR SITE ACTIVITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP40108,Air Pollution Work Order,"8714 S KINGSTON AVE, CHICAGO, IL","South Chicago
",8714,,S,KINGSTON,AVE,81,08/30/2010,RESIDENTIAL GARAGE                  SPRAY PAINTING ODOR FROM GARAGE IN THE EVENING BETWEEN 7 PM & 9 PM. THIS INVESTIGATION FOUND NO ANSWER AT THE DOOR AND NO SPRAY PAINT ODORS DETECTED AT THE GARAGE'S PERIMETER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP27628,Air Pollution Work Order,"600 W KINZIE ST, CHICAGO, IL","West Town
",600,,W,KINZIE,ST,81,11/04/2010,"BLOMMER CHOCOLATE CO.               CHOCOLATE ODORS. ARRIVAL TO LOCATION, I WAS ONLY ABLE TO DETECT A SLIGHT SMELL OF CHOCOLATE WHILE POSITIONED IN REAR OF THE FACILITY NEAR THE RAIL CAR AND LOADING DOCK AREAS. NO RELATED ODOR WAS DETECTED IN THE AREA OF THE COMPLAINANT PROPERTY.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP21946,Air Pollution Work Order,"4350 N KNOX AVE, CHICAGO, IL","Irving Park
",4350,,N,KNOX,AVE,81,02/05/2010,RESIDENTIAL BLDG.                   DUST FROM CONSTRUCTION WORK. ASSESSMENT FOUND NO VISIBLE DUST EMISSIONS AND ALSO UNABLE TO DETERMINE IF EXCESSIVE DUST OVER AREA DUE TO SNOW/PRECIPITATION DURING THIS VISIT. HOWEVER DID OBSERVE PLASTIC SHEETING INSTALLED ON TWO SECTIONS OF THE BLDG. APPEARS THAT MASONRY REPAIR IS IN PROGRESS. (NO ACTIVITY OR WORKERS PRESENT).,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP16318,Air Pollution Work Order,"3250 S KOLIN AVE, CHICAGO, IL","Little Village
",3250,,S,KOLIN,AVE,9,02/09/2010,ILLEGAL MVR. OBSERVED NO EVIDENCE OF MVR ACTIVITIES AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP2465,Air Pollution Work Order,"1220 N LA SALLE ST, CHICAGO, IL",Loop,1220,,N,LA SALLE,ST,120,01/06/2010,CALLER STATES THAT STRONG FUMES COMING FROM ABOVE LOCATION. DETECTED NO NOISE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP33177,Air Pollution Work Order,"851 N LA SALLE ST, CHICAGO, IL","South Loop
",851,,N,LA SALLE,ST,77,03/31/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT WORKERS ARE CUTTING CONCRETE BLOCKS CAUSING DUST ALL OVER THE AREA. SPOKE WITH THE CONTRACTOR SUPERVISOR HE STATED THAT THEY HAD BEEN CUTTING STONE WITH WATER UNTIL THE HOSE START LEAKING. I TOLD HIM THAT HE NEED TO GET ANOTHER WET SAW. HE AGREED TO COMPLY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP5736,Air Pollution Work Order,"1540 N LA SALLE ST, CHICAGO, IL",Gold Coast,1540,,N,LA SALLE,ST,120,07/27/2010,QUALITY RESTORATIONS INC.           CALLER STATES THAT WORKERS ARE BLDG NEW DECK CUAISNG DUST ALL OVER THE AREA. FOUND EXCESSIVE BLACK DIAMOND ON GROUND & CARS.  RESPONDEND CAUSED & ALLOWED A NUISANCE IN CONNECTION WITHOUT A BUSINESS.  RESPONDENT IMPROPERLY HANDLED MATERIAL SUSCEPTIBLE TO BECOMING WINDBOURNE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP40360,Air Pollution Work Order,"851 N LA SALLE ST, CHICAGO, IL",Near North Side,851,,N,LA SALLE,ST,135,10/20/2010,COMPANY IS CUTTING CONCRETE NOT USING WATER SO THE DEBRIS AND DUST IS GOING ALL OVER THE AREA. OBSERVED NO DUST OR ANY MAJOR PROBLEMS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP5912,Air Pollution Work Order,"1600 S LAFLIN ST, CHICAGO, IL","Lower West Side
",1600,,S,LAFLIN,ST,81,01/11/2010,LAKESIDE LITHOGRAPHY                VERY STRONG METALLIC ODORS COMING FROM FACILITY EVERY NIGHT. I DETECTED CHEMICAL ODORS IN THE ALLEY 1500 BLOCK OF SOUTH 17TH STREET.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP5913,Air Pollution Work Order,"1600 S LAFLIN ST, CHICAGO, IL","Lower West Side
",1600,,S,LAFLIN,ST,81,01/29/2010,LAKESIDE LITHOGRAPHY                VERY STRONG ODORS COMING FROM FACILITY AT NIGHT. (EXHAUST). NO ODORS WERE DETECTED AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP5914,Air Pollution Work Order,"1600 S LAFLIN ST, CHICAGO, IL","Lower West Side
",1600,,S,LAFLIN,ST,82,02/10/2010,LAKESIDE LITHOGRAPH                 ACETONE SMELL COMING FROM FACILITY ON GOING 8 AM. I CANVASSED THE AREA OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP35244,Air Pollution Work Order,"1600 S LAFLIN ST, CHICAGO, IL","Lower West Side
",1600,,S,LAFLIN,ST,77,02/24/2010,LAKESIDE LITHROGRAPH                EMITTING STRONG CHEMICAL FUMES THROUGH OUT THE AREA. FAINT ODORS NOT EXCESSIVE AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP11442,Air Pollution Work Order,"2401 S LAFLIN ST, CHICAGO, IL",Lower West Side,2401,,S,LAFLIN,ST,22,04/01/2010,LOOP RECYCLING                      INADEQUATE HOUSEKEEPING PRACTICES. RESPONDENT CAUSED AND ALLOWED PAPER & LITTER TO BECOME WINDBOURNE AND LITTER THE CANAL EMBARKMENT. RESPONDENT FAIL TO KEEP STORAGE MATERIAL OF PAPER AND PLASTIC FROM LITTERING CANAL EMBANKMENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP21595,Air Pollution Work Order,"4459 W LAKE ST, CHICAGO, IL",West Garfield Park,4459,,W,LAKE,ST,22,04/08/2010,CHICAGO TURN LITE CO.               CHEMICAL ODORS COMING FROM FACILITY.  DETECTED A LITE ODOR COMING FROM WATER OIL EVAPORATOR FROM COLLING EQUIPMENT OPERATIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP757,Air Pollution Work Order,"1032 W LAKE ST, CHICAGO, IL","West Loop
",1032,,W,LAKE,ST,82,04/23/2010,"CHOICE EATING INC. (BABA RITA)      CALLER STATES THAT FACILITY HAS STRONG SMOKE AND ODORS COMING OUT OF EXHAUST. RESPONDENT CAUSED OR ALLOWED ACCUMULATIONS OF OIL, GREASE AND PARTICULATE MATTERS ON THE ROOF THROUGH THE STACK. RESPONDENT CAUSED OR ALLOWED THE USE OF KITCHEN HOOD (COOKING PROCESS) WITHOUT OBTAINING PERMIT.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP3774,Air Pollution Work Order,"1393 W LAKE ST, CHICAGO, IL",West Loop,1393,,W,LAKE,ST,137,04/28/2010,F H PASCHEN CO.                     THIS GUY DID NOT LEAVE HIS NAME. HE SAYS THERE IS SANDBLASTING GOING ON AT LAKE/OGDEN AND THAT THE WIND IS 30 MPH GUSTS. CHICAGO TRANSIT AUTHORITY STEEL BEAM REPAIR. NO DUST OBSERVED. SANDBLASTING WORK PERFORMED ON 4/27/2010 WITH FULL CONTAINMENT. NO SANDBLASTING ACTIVITY WAS IN PROGRESS DURING THE INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP17580,Air Pollution Work Order,"3504 W LAKE ST, CHICAGO, IL",East Garfield Park,3504,,W,LAKE,ST,85,06/23/2010,CONSTRUCTION SITE                   CALLER STATES THAT SANDBLASTING CAUSING DUST ALL OVER THE AREA ALSO NO PERMIT ON SITE. NO ONE ON SITE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP19828,Air Pollution Work Order,"4112 W LAKE ST, CHICAGO, IL","West Garfield Park
",4112,,W,LAKE,ST,82,07/19/2010,CHICAGO ANODIZING                   CHEMICALS AND FUMES. RESPONDENT CAUSED OR ALLOWED EMISSION OF SMOKE FROM A UNIT WITH OPACITY GREATER THAN 30%. RESPONDENT CAUSED OR ALLOWED COLORED FUMES FROM EMISSION UNIT INOT THE ATMOSPHERE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP29943,Air Pollution Work Order,"680 N LAKE SHORE DR, CHICAGO, IL","River North
",680,,N,LAKE SHORE,DR,85,03/18/2010,RESIDENTIAL BLDG                    SANDBLASTING BLDG AND GRINDING CUSING DUST ALL OVER THE AREA. OBSERVED NO DUST AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP1778,Air Pollution Work Order,"111 N LAKE SHORE DR, CHICAGO, IL",Loop,111,,N,LAKE SHORE,DR,22,06/02/2010,COLUMBIA YATCH CLUB                 CALLER STATES THAT DUST AND PAINT CHIPS ARE ALL OVER THE AREA. OBSERVED LEAD PAINT CHIPS WITH MIXED UST PARTICULATES AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP4832,Air Pollution Work Order,"1430 N LAKE SHORE DR, CHICAGO, IL","Gold Coast
",1430,,N,LAKE SHORE,DR,135,07/28/2010,CENTRAL BUILDING & PRESS            THEY ARE DOING WORK ON BLDG AND CREATING LOTS OF DUST. RESPONDENT CAUSED OR ALLOWED OF ATMOSPHERIC POLLUTION EXCESSIVE DUST PARTICULATES FROM GRINDING AT THE ABOVE LOCATION. RESPONDENT CAUSED OR ALLOWED AT NUISANCE IN RELATION TO WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP35287,Air Pollution Work Order,"1418 N LAKE SHORE DR, CHICAGO, IL","Gold Coast
",1418,,N,LAKE SHORE,DR,120,08/20/2010,RESIDENTIAL BLDG.                   CONTRACTOR'S ARE DOING ROOFING CAUSING PARTICULATE EMISSION BLOWING ALL OVER THE AREA. NO CONSTRUCTION ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
